url,file
https://www.ainvest.com/news/guotai-junan-international-stock-surges-7-crypto-market-optimism-2507/,2025-08-04-164547_guotai-junan-international-stock-surges-7-on-crypto-market.md
https://news.futunn.com/en/post/59048284/this-week-s-hong-kong-stock-market-bull-stocks-jay,2025-08-04-164549_untitled.md
https://www.panewslab.com/en/articles/xfbpa1t4,2025-08-04-164555_guotai-junan-international-s-stock-price-soared-the-first-c.md
http://www.aastocks.com/en/stocks/news/aamm-content/aat2507287675/block-traded,2025-08-04-164558_aa-market-move.md
https://news.futunn.com/en/post/58585919/guotai-junan-i-s-stock-price-is-rising-with-institutions,2025-08-04-164559_untitled.md
https://news.futunn.com/en/post/58884982/hong-kong-stock-market-midday-review-all-three-major-indices,2025-08-04-164601_untitled.md
https://www.chaincatcher.com/en/article/2189552,2025-08-04-164604_guotai-junan-s-three-day-increase-of-466-traditional-finan.md
https://www.aastocks.com/en/stocks/analysis/stock-aafn-con/01788/AAFN/NOW.1454443/hk-stock-news,2025-08-04-164607_research-sinolink-securities-expects-hk-firms-conducting-st.md
http://www.aastocks.com/en/stocks/news/aafn-news/NOW.1457893/2,2025-08-04-164609_h-shrs-hsi-slides-265pts-at-close-nio-yet-up-8-pharma.md
https://news.futunn.com/en/post/58884459/a-one-day-surge-of-six-times-the-concept-of,2025-08-04-164610_untitled.md
http://www.aastocks.com/en/stocks/news/aafn-news/NOW.1454890/2,2025-08-04-164616_hkd1-1b-southbound-trading-net-inflow-to-dongfang-elec.md
https://news.futunn.com/en/post/58407186/another-bullish-news-guotai-junan-i-is-the-first-to,2025-08-04-164618_untitled.md
https://www.aastocks.com/en/stocks/news/aafn-news/NOW.1452133/2,2025-08-04-164619_no-related-news.md
